tx_id,user_id,amount,fraud_proba,label
250124,U2094,1283.37,0.9999995968087996,0
242782,U2057,1291.58,0.9999995948057959,1
245078,U2090,1290.83,0.9999995851288097,1
231462,U2043,1282.35,0.999999580590256,1
209297,U2499,1284.48,0.9999995799051402,1
204101,U2001,1288.39,0.9999995697576399,0
246195,U2018,1304.51,0.9999995641839946,1
261553,U2470,1271.8,0.999999552393139,0
211595,U2433,1290.2,0.999999550048468,0
248702,U2309,1278.23,0.9999995191537782,1
248658,U2432,1279.85,0.9999995054262464,0
249435,U2300,1261.03,0.999999476894467,0
203852,U2371,1264.95,0.9999994457159865,1
235479,U2341,1260.39,0.9999994085943873,0
243927,U2444,1250.49,0.999999336524053,0
215625,U2355,1253.16,0.9999993261428681,1
211640,U2448,1248.58,0.9999993085142226,1
200764,U2337,1246.98,0.9999992738375287,1
234657,U2002,1250.41,0.999999247329674,0
208693,U2281,1232.83,0.9999991916339381,0
231237,U2188,1227.36,0.9999991879891942,0
200980,U2083,1227.63,0.9999991698970206,0
224401,U2495,1244.37,0.999999158060762,0
247223,U2150,1236.25,0.9999990947732108,1
256774,U2227,1224.51,0.9999990139631808,0
246016,U2143,1209.31,0.9999989371330086,0
225411,U2271,1209.39,0.9999988841833831,1
202453,U2460,1214.2,0.9999988291543453,0
249415,U2293,1199.78,0.9999987894883168,0
222415,U2363,1209.73,0.9999987439940009,0
237798,U2451,1213.77,0.999998724177705,0
227470,U2048,1197.57,0.9999987006078548,1
238767,U2315,1213.44,0.9999986190458113,0
258620,U2151,1204.04,0.9999985987717831,1
214310,U2270,1197.34,0.9999985212665556,1
256818,U2440,1198.11,0.9999985189993883,1
217497,U2266,1190.64,0.9999985047939234,1
249547,U2341,1200.67,0.9999984540014928,0
245769,U2072,1164.53,0.9999980555626674,0
256286,U2193,1157.29,0.9999978380682039,0
216665,U2488,1159.81,0.9999977039949025,0
211493,U2160,1150.7,0.999997581250922,0
254671,U2228,1141.56,0.9999975602977258,0
221125,U2194,1155.67,0.9999974624186936,1
256619,U2363,1161.73,0.9999974574327056,0
251098,U2120,1145.67,0.9999974439445221,1
265367,U2455,1157.34,0.9999971502704711,0
246042,U2450,1149.92,0.9999969752087976,1
220254,U2313,1131.23,0.9999968177287984,0
264885,U2209,1132.26,0.9999967193134771,1
209287,U2096,1129.82,0.9999964112185155,0
254507,U2203,1140.41,0.9999962472787542,0
201869,U2151,1129.3,0.9999962320815232,1
217957,U2400,1116.69,0.9999960066962048,0
237816,U2375,1124.03,0.9999958757240361,0
214838,U2230,1113.55,0.9999957089497825,0
208547,U2475,1116.13,0.9999956772169284,1
258507,U2446,1103.34,0.9999956569470148,1
240354,U2061,1123.5,0.9999955908058162,1
201453,U2310,1105.94,0.9999953209960071,1
236940,U2427,1110.66,0.9999952836355599,0
249318,U2400,1107.58,0.9999950371771181,0
217465,U2136,1106.39,0.9999950277388443,1
225016,U2382,1116.79,0.9999950246954794,0
248260,U2047,1116.17,0.9999948942422057,0
225456,U2260,1084.03,0.999993957696883,1
210740,U2317,1091.79,0.9999936031874779,0
212677,U2427,1088.23,0.9999935371646068,1
209137,U2115,1080.44,0.9999934732498817,1
245709,U2110,1091.56,0.9999932507216025,1
239154,U2040,1077.77,0.9999927933647752,0
228364,U2008,1084.07,0.9999927695577494,0
259929,U2076,1079.19,0.9999925578264102,0
217002,U2159,1072.83,0.9999925135793746,0
262770,U2020,1070.44,0.9999924746979937,1
212382,U2218,1066.79,0.9999909550866526,0
224371,U2119,1066.74,0.9999907401902647,0
216295,U2008,1059.02,0.9999907141962147,0
251596,U2312,1065.42,0.9999898266924303,1
266054,U2490,1051.45,0.9999897075926075,0
204980,U2394,1048.11,0.9999895904040591,0
240498,U2154,1037.39,0.9999894826293604,1
212496,U2491,1070.11,0.9999893463399574,0
237701,U2378,1031.94,0.9999889629292581,1
236343,U2244,1055.27,0.9999888976252282,1
249468,U2212,1028.05,0.9999886528332131,1
201831,U2092,1035.14,0.9999876064046405,0
225382,U2405,1022.44,0.999986770481615,1
257293,U2211,1025.05,0.9999866551416764,0
257075,U2366,1023.7,0.9999865678900132,0
214221,U2099,1043.26,0.9999855536399552,0
230859,U2136,1032.72,0.9999844075407849,0
209128,U2220,1029.15,0.9999836215260289,1
260485,U2149,1007.69,0.9999831329553099,0
210910,U2223,1014.41,0.9999823007840928,0
221130,U2037,1027.72,0.9999822713420202,1
221590,U2272,1011.43,0.999982069471626,1
224574,U2035,1012.18,0.9999818494330822,1
243056,U2014,1008.12,0.9999816935390603,1
201326,U2429,1020.84,0.9999806651431674,0
200088,U2364,992.7,0.9999805893508105,0
258977,U2262,1003.68,0.9999805070826379,1
259238,U2246,1019.64,0.9999803761288452,0
211840,U2153,1005.12,0.9999802895024102,1
246313,U2316,998.16,0.999979826014174,1
202298,U2133,985.67,0.9999774034499839,1
252079,U2246,987.15,0.9999770994824627,0
203202,U2103,980.63,0.9999769989958889,1
222974,U2076,978.66,0.9999767266625833,0
242320,U2064,983.73,0.9999764008850553,0
249022,U2077,986.26,0.999975166237042,1
204083,U2040,991.38,0.9999750762340135,1
208617,U2132,988.47,0.9999750422155357,1
244488,U2304,968.88,0.999974589725723,1
239636,U2314,971.17,0.9999744056158877,1
238305,U2302,981.08,0.9999741668102607,1
260401,U2374,994.22,0.999973864804689,0
242227,U2382,991.86,0.9999737486523873,1
265898,U2217,975.38,0.9999734596741672,0
243346,U2235,963.65,0.9999732307259324,1
236095,U2218,976.33,0.999972749516191,1
245866,U2361,972.01,0.9999726830381251,0
238347,U2245,977.3,0.9999725108720922,1
240460,U2262,972.53,0.9999717784926663,1
225872,U2148,984.66,0.9999717561207941,0
201935,U2029,977.21,0.99997151084816,0
218136,U2468,974.17,0.9999714932383277,0
203696,U2203,975.35,0.999970132742561,0
209466,U2119,963.35,0.9999691743441852,1
237046,U2192,965.11,0.9999685864264406,1
233244,U2354,962.03,0.9999683003155683,1
232717,U2412,959.18,0.999968132458988,0
247862,U2332,960.57,0.9999677395656141,1
225809,U2074,958.58,0.999967002211586,0
207079,U2165,964.32,0.9999667795790995,1
260194,U2020,948.67,0.9999644447151387,1
260660,U2307,944.8,0.9999626976227124,1
240656,U2048,952.59,0.9999615364184945,0
200487,U2229,959.48,0.9999599994120115,0
223425,U2129,948.31,0.9999591354206246,0
207136,U2047,946.48,0.999958985695566,1
257501,U2438,936.64,0.9999575890460339,1
259968,U2455,937.1,0.9999572779553874,0
225548,U2466,937.35,0.9999572178824827,0
230573,U2494,958.51,0.99995685033722,0
225127,U2205,947.13,0.9999567510822575,1
242372,U2229,956.05,0.9999561481524055,0
244298,U2016,952.77,0.9999559374414346,0
259197,U2179,957.27,0.9999551558986431,1
211252,U2089,932.19,0.9999530631662329,0
245919,U2001,949.7,0.9999523826537414,0
203322,U2127,939.04,0.9999522905580785,1
238039,U2043,940.28,0.9999504327847202,0
202384,U2147,930.33,0.9999495699614974,1
219099,U2033,939.28,0.9999491586505296,1
213289,U2125,947.77,0.9999478663385387,0
202828,U2432,925.37,0.9999465082753445,0
206774,U2208,927.88,0.9999464329715501,1
250307,U2043,939.05,0.9999458127691352,0
210482,U2251,928.5,0.9999452091851829,1
240669,U2178,916.65,0.9999446058151946,1
264963,U2005,922.92,0.9999444960909938,1
232152,U2042,930.32,0.9999440946313426,1
245003,U2182,940.4,0.9999437281995859,1
254785,U2079,910.68,0.99994342819565,1
218544,U2065,932.27,0.9999434011034577,1
233773,U2207,925.46,0.9999431278042201,0
214723,U2215,923.09,0.9999424925929855,1
244618,U2479,913.72,0.9999414041094574,0
205474,U2125,928.06,0.9999398613871294,1
207807,U2497,915.68,0.9999382469592973,0
248858,U2176,918.51,0.9999377201586312,0
257662,U2008,925.53,0.9999340274146539,0
262343,U2168,915.64,0.9999336748213896,0
257512,U2105,896.72,0.9999319754831472,1
226013,U2108,908.12,0.9999309479746358,1
237098,U2171,903.3,0.9999295546887405,0
248222,U2276,902.11,0.999929468549571,0
212092,U2148,903.13,0.999929155504056,1
262421,U2439,906.22,0.9999271613262171,1
208952,U2090,903.24,0.9999253715246321,1
218925,U2153,910.22,0.9999220018667214,1
255913,U2397,906.34,0.9999211796940161,1
250106,U2342,884.59,0.9999206123881845,1
255806,U2464,891.41,0.9999197033629401,0
237335,U2187,911.42,0.9999192229606654,0
204411,U2351,885.74,0.9999153387685746,0
226732,U2465,893.51,0.9999144312366859,0
241047,U2047,893.57,0.9999128337294374,0
248631,U2013,876.03,0.9999079408105975,1
217374,U2439,894.79,0.9999077077467846,0
220503,U2288,881.48,0.9999048308748012,0
208000,U2388,879.99,0.9999044660551326,1
250925,U2238,872.71,0.999903148407957,1
235725,U2437,881.26,0.9999014795511194,1
234154,U2121,878.89,0.9999013357419027,1
236479,U2005,879.32,0.999901037867511,0
213782,U2303,893.07,0.9998936357641862,0
243559,U2429,885.95,0.9998884892653008,0
202999,U2058,870.3,0.9998883039191316,1
243286,U2240,868.75,0.9998872808004446,0
250531,U2003,862.42,0.999882187364059,1
220934,U2001,877.73,0.9998758770292288,0
239255,U2031,864.6,0.9998753817771747,1
218689,U2184,878.25,0.9998725085760153,1
256156,U2376,844.16,0.9998685513442911,0
250533,U2351,866.03,0.9998593794800721,0
232807,U2152,884.93,0.9998569342586162,1
212834,U2499,864.26,0.9998556592372418,1
228796,U2329,847.37,0.9998541879950936,0
228852,U2385,849.92,0.9998512624305707,0
263987,U2144,841.74,0.9998505395758306,0
250912,U2396,846.01,0.9998504722182235,1
211790,U2344,857.09,0.9998502245286144,0
205205,U2092,861.02,0.9998442117343241,0
243961,U2327,836.07,0.9998404501068427,1
225958,U2465,838.78,0.9998388289574934,1
215604,U2426,847.71,0.9998316670585169,0
233885,U2205,845.91,0.9998274225019322,1
244860,U2046,831.48,0.9998242994244142,1
255980,U2440,844.43,0.9998242585592872,1
244220,U2022,844.56,0.999820085946197,1
236545,U2151,848.88,0.9998194568880866,1
235652,U2069,828.18,0.9998184663376791,0
267026,U2062,833.62,0.999816670870297,0
207527,U2125,850.67,0.9998137283298166,0
250935,U2019,835.23,0.9998135710394191,1
260858,U2192,834.92,0.9998133404926213,0
245508,U2385,841.68,0.9998094325334407,0
211302,U2175,828.99,0.9998078725785542,0
243986,U2077,827.27,0.999806606023555,1
262184,U2455,833.95,0.9997987465416073,0
227920,U2473,821.09,0.999795292908056,1
212699,U2109,831.03,0.9997939516353961,0
224209,U2103,828.84,0.9997927961206303,0
225864,U2156,815.94,0.9997865871299247,0
262205,U2022,832.95,0.9997852423227654,1
225632,U2085,813.68,0.9997747155662031,1
220990,U2229,826.16,0.999772639500997,1
200398,U2196,808.89,0.9997714434377746,0
247131,U2341,834.1,0.9997667145321613,0
252005,U2195,808.19,0.9997541496802345,1
204400,U2068,810.78,0.9997518539715823,1
242673,U2373,808.69,0.9997513910282584,1
243240,U2469,824.95,0.9997495019562889,1
228818,U2163,812.46,0.9997480466991867,1
223607,U2485,810.35,0.9997369002207195,0
234895,U2071,809.36,0.9997307488131171,0
204636,U2374,804.98,0.9997302707008254,0
264851,U2125,846.08,0.9997263971420043,1
250708,U2014,808.72,0.9997206877451515,1
224124,U2426,805.15,0.9997186462068224,0
225061,U2284,814.81,0.9997069369188402,0
209900,U2177,804.39,0.9997068044972325,0
251952,U2360,804.82,0.999705039945493,0
224442,U2272,807.01,0.9996861594976644,0
232851,U2130,817.54,0.9996822243230195,0
216175,U2485,796.58,0.999681316030861,0
262644,U2140,774.17,0.9996802911016365,0
219006,U2286,799.19,0.9996701142626778,0
204184,U2203,814.92,0.999670040391099,1
233842,U2260,804.8,0.9996596450844997,1
259831,U2476,782.17,0.9996414477536552,0
231854,U2295,801.86,0.9996368643983741,1
200635,U2178,773.15,0.9996306651493745,0
224816,U2284,785.32,0.9996286929928185,0
237223,U2065,801.94,0.999626545794814,1
221386,U2230,804.96,0.9996088701144873,0
214801,U2093,780.28,0.999591769845402,1
207421,U2200,776.78,0.999590892058173,1
210532,U2439,773.96,0.9995801104409827,0
236929,U2367,774.93,0.9995715435309913,0
222292,U2027,773.28,0.9995656558824438,0
257246,U2486,755.63,0.9995636152205931,0
224830,U2234,770.21,0.9995443681996357,1
236517,U2110,762.1,0.9995429224049394,1
219348,U2161,774.01,0.9995410580049214,1
262394,U2482,774.81,0.9995332612866327,0
231387,U2217,764.74,0.9995309355609717,1
235063,U2050,769.97,0.9995251921922161,0
201832,U2471,773.96,0.9995191485371279,0
203014,U2429,784.32,0.9994983704744403,0
224428,U2488,770.65,0.9994858842862996,1
234653,U2497,764.51,0.9994794031033856,1
207003,U2167,765.08,0.999477888584967,1
266051,U2128,754.14,0.9994609644256885,1
264596,U2153,752.26,0.9994568643061393,0
244040,U2166,764.63,0.9994459493407988,1
249455,U2436,745.57,0.9994401812622419,1
249988,U2471,751.14,0.9994266865672671,0
254872,U2040,759.9,0.9994245787210138,1
260648,U2059,746.94,0.999420963976201,0
206396,U2397,765.82,0.9994195502559853,0
204136,U2390,765.42,0.9994086747718719,0
230771,U2431,749.84,0.9993992067938783,0
221886,U2035,743.55,0.999396402490403,1
230628,U2428,740.33,0.9993936367871898,1
231414,U2160,749.06,0.999385029837794,0
210324,U2067,744.71,0.9993838483434527,1
242062,U2314,738.58,0.9993590193777704,0
236590,U2014,738.71,0.9993558560630204,0
208381,U2423,781.27,0.999353276281527,1
249855,U2203,751.15,0.9993464102122899,1
265379,U2168,741.61,0.9993306111234018,0
249661,U2142,724.04,0.9993303767023617,1
226000,U2112,735.76,0.9993239603812588,1
235072,U2182,750.09,0.9993134490291965,0
235922,U2208,734.7,0.9993059786924658,1
217744,U2049,730.44,0.9993025199490293,0
234594,U2299,739.65,0.9992908846578354,0
223808,U2393,741.61,0.999290329863779,0
207000,U2317,733.41,0.9992861482748588,0
202209,U2253,739.0,0.9992681666991179,1
233516,U2409,731.27,0.9992513773131871,0
241706,U2299,735.81,0.9992402696923813,0
240916,U2422,740.49,0.9992291799695925,1
205441,U2244,723.56,0.999213150851997,1
251191,U2368,718.69,0.9991972814807645,0
204880,U2412,724.14,0.9991915659998325,1
229537,U2070,730.69,0.9991670532535192,1
241100,U2189,738.7,0.9991581965665473,1
235534,U2163,724.05,0.999148987350624,1
261327,U2440,734.39,0.9991408034303904,1
217755,U2130,742.64,0.9991392916804863,0
264712,U2250,738.31,0.9991367398682085,0
260373,U2113,709.99,0.999124118695051,0
215576,U2060,711.37,0.9991162931481564,1
206414,U2138,732.87,0.999101781659139,0
237417,U2351,723.87,0.999097228314871,0
208954,U2146,715.35,0.9990960750742387,1
238207,U2148,729.12,0.9990948839348438,0
204524,U2356,718.46,0.9990702793199122,0
201764,U2494,724.52,0.9990625155642954,1
213767,U2031,712.43,0.9990602145972538,1
227093,U2358,705.9,0.9990569404279123,0
203065,U2152,705.37,0.999021507469255,1
204966,U2483,719.71,0.9989671199283667,0
257012,U2047,730.72,0.9989599653519419,1
214106,U2007,702.28,0.9989495203556492,1
234632,U2257,699.18,0.998915136336635,1
217279,U2446,692.57,0.9988880661325451,1
247585,U2409,690.41,0.9988694955974273,1
236004,U2312,714.69,0.9988579464778793,0
235592,U2169,684.67,0.9988452732268486,0
211385,U2201,691.33,0.9988124345129418,0
238594,U2340,682.88,0.9987918623205077,0
232000,U2326,693.95,0.9987894025103409,0
213623,U2408,689.65,0.9987786682279832,1
218462,U2081,686.66,0.9987448052016262,1
256298,U2010,683.65,0.9987121639894383,1
237737,U2470,681.32,0.9987067262697794,0
260554,U2043,710.43,0.9987057872910776,0
245571,U2490,685.28,0.9986971514204236,0
203509,U2227,689.42,0.998635679624643,0
236060,U2108,698.06,0.9986325523094981,0
234788,U2091,675.51,0.9986277264364725,1
233705,U2202,670.36,0.9986261976081655,1
251652,U2441,667.16,0.9986248085359039,1
223723,U2401,688.53,0.9985717095247333,1
249837,U2110,696.97,0.9985711761856843,0
245111,U2218,681.78,0.9985505436054571,1
231017,U2166,691.09,0.9985402202453603,1
201846,U2434,668.51,0.9984988562616,0
262743,U2114,676.67,0.9984929052563007,1
253585,U2014,689.57,0.9984799169890596,1
209911,U2016,673.78,0.998454660946933,1
239291,U2067,671.42,0.9984255933670235,1
215196,U2438,672.29,0.9984087605738104,1
259769,U2156,668.98,0.9984028875350517,0
232965,U2420,669.32,0.9983925182615047,1
247993,U2332,681.34,0.9983896703730613,0
237984,U2081,671.91,0.9983798958998208,1
231049,U2472,670.87,0.9983639481000359,1
262534,U2421,664.22,0.9983605237088149,0
248158,U2136,675.63,0.9983477048415021,1
256088,U2167,686.97,0.9983465556886781,1
224794,U2408,677.93,0.9983378090364656,0
218609,U2382,672.77,0.9983026825070423,0
241683,U2422,670.5,0.9983020388510093,0
253894,U2385,683.94,0.9982998746072526,1
265812,U2022,696.1,0.9982554161206678,1
244165,U2351,669.62,0.9982533155449714,1
220275,U2116,665.7,0.9982475599718087,1
256982,U2378,671.48,0.9982423740121723,0
258414,U2412,683.81,0.9982300763859768,0
245160,U2187,681.98,0.9982283075828373,0
265157,U2044,665.18,0.998224259692802,0
219316,U2101,663.43,0.9982033340578945,1
264305,U2457,643.55,0.998183012276558,0
206188,U2402,663.37,0.9981731831158487,1
220490,U2434,662.85,0.998170063616844,1
266235,U2277,648.95,0.9981677532966626,1
224913,U2393,672.24,0.9981299293975724,1
232016,U2016,664.31,0.9981248099223081,1
250065,U2015,656.32,0.9981159351183359,0
246907,U2314,661.76,0.9981147790058997,1
258851,U2125,684.99,0.998089847585128,1
267013,U2084,642.78,0.9980871216595475,1
265877,U2095,676.04,0.9980855130155751,1
224569,U2268,659.72,0.9980832774817053,0
208092,U2477,655.2,0.9980716720157142,1
235813,U2080,652.76,0.9980697757955036,0
245529,U2069,672.28,0.9980189775760256,1
227990,U2310,676.44,0.9980114603202983,1
266396,U2370,652.82,0.9979906767006388,0
219441,U2423,682.61,0.9979900708633659,1
259297,U2325,646.6,0.9979725317459733,1
244638,U2007,661.65,0.997950559676272,0
260032,U2493,657.23,0.9979182559267806,0
207475,U2179,659.06,0.9979106653009115,1
263521,U2171,651.2,0.997897418499493,1
231287,U2360,651.79,0.9978969005760877,1
208470,U2303,662.19,0.9978523150774179,1
221769,U2196,660.57,0.9978100352934651,0
256710,U2237,654.26,0.9977834317041944,0
243006,U2208,651.44,0.9977786530707579,1
265115,U2394,657.26,0.9977582160031508,0
204879,U2313,641.16,0.9977437040478627,0
206465,U2056,646.38,0.9977101821335601,0
228845,U2151,646.72,0.9976624589788462,0
265416,U2131,643.83,0.9975909667271109,1
206834,U2300,642.57,0.9975198279048154,0
248441,U2378,643.26,0.9975071328293427,1
254300,U2496,627.41,0.9975065670741344,0
219788,U2033,662.33,0.9974714630128794,0
220694,U2209,635.98,0.9974254093493532,1
223172,U2182,641.56,0.997393208443632,0
216236,U2442,643.47,0.9973810778979388,1
266065,U2095,652.98,0.9973661706277692,0
211801,U2469,636.64,0.9972647626696354,0
260667,U2211,633.72,0.9972031765953073,0
235380,U2211,627.01,0.9971128155555461,0
236555,U2290,636.73,0.997112811149743,0
203007,U2444,632.08,0.997076147502921,1
210971,U2146,638.2,0.9970632041798766,1
239216,U2385,631.76,0.9970112262460943,0
247098,U2333,633.62,0.9969569590468838,1
226561,U2467,631.25,0.9969519742317081,1
208579,U2236,638.96,0.9969419117690087,1
262860,U2460,626.36,0.9968747527918322,1
257748,U2447,611.12,0.9968248250080738,0
244378,U2340,624.04,0.996725975338398,0
264331,U2376,607.26,0.9966205676726078,0
201623,U2135,625.25,0.9965851936260162,1
222637,U2112,606.48,0.9965601269812352,1
222501,U2066,622.08,0.9964971998696088,0
231356,U2057,603.24,0.9964955025345119,1
264336,U2247,624.81,0.9964832788727296,1
244078,U2016,616.8,0.9964801617427642,1
266891,U2171,613.41,0.9964769319481676,1
267006,U2107,607.37,0.9964437687927475,1
216031,U2421,612.6,0.9963999494029218,1
251517,U2378,632.27,0.9963837711555366,1
244995,U2406,609.48,0.9963424196692832,1
206110,U2291,618.04,0.9963306612157277,0
220660,U2334,622.43,0.9963284280686002,0
209235,U2427,615.42,0.996292364084669,0
218770,U2050,604.03,0.9962126349115492,1
234560,U2103,613.36,0.9960910992223756,1
242027,U2134,609.51,0.9960137709974076,0
252795,U2106,604.7,0.9959839685256322,0
242925,U2410,593.15,0.995975776911376,0
237954,U2019,607.76,0.9959524706708007,1
256840,U2026,602.41,0.9956694430695529,1
239788,U2113,596.46,0.9956618866759672,1
225083,U2122,592.35,0.9956233421504934,0
262435,U2077,605.5,0.995587425633822,0
253501,U2083,602.82,0.9955212599171289,0
222674,U2499,610.19,0.995439829717466,0
214648,U2192,590.59,0.9953314675873713,0
242166,U2053,592.52,0.995292626204441,0
232407,U2341,588.14,0.9952478192259246,1
252966,U2209,599.64,0.995236029093106,0
248939,U2032,589.28,0.9951721250928905,1
258116,U2029,598.62,0.9951690140697582,1
204572,U2367,590.82,0.9950357004066166,0
243797,U2162,588.27,0.99502253560357,0
219656,U2391,592.19,0.9949520977723176,1
204217,U2322,588.19,0.9948700023026743,0
226448,U2328,592.35,0.9948655558220344,1
264426,U2097,592.39,0.9947654941446898,1
226776,U2087,584.91,0.9946970772672549,0
223814,U2152,603.8,0.9946494299719862,0
216127,U2043,583.37,0.9946178867729877,0
239025,U2038,576.92,0.9946034989490452,1
216877,U2161,581.69,0.994555191906743,0
239015,U2174,576.55,0.9945327652514253,1
230217,U2248,586.34,0.9945305042614218,0
201068,U2213,587.16,0.9943786946711798,1
211032,U2330,578.31,0.9943723609074118,1
210636,U2387,582.26,0.9942650033961463,1
216271,U2337,589.94,0.9942219672659578,0
254849,U2430,580.98,0.9940966375998183,1
247886,U2237,577.19,0.9940823328725582,0
202759,U2268,574.07,0.99386636888083,0
205055,U2019,582.92,0.9938262799866012,0
252915,U2270,581.08,0.9937207302891125,0
247367,U2379,577.35,0.993700396526252,1
201069,U2396,565.58,0.9936435344492721,1
258857,U2148,585.91,0.9935089724444368,1
246340,U2495,596.81,0.9933881277288702,1
230761,U2301,559.89,0.9932210928377365,1
228031,U2117,558.71,0.9930094232526744,1
255827,U2222,573.66,0.9929816748203294,0
219135,U2015,561.17,0.9928244064562534,1
221131,U2064,557.66,0.9926631201201993,1
233114,U2150,551.16,0.9926008845080403,1
203589,U2220,561.29,0.9924952605878691,0
216096,U2254,563.36,0.9924514258780541,1
263676,U2369,545.86,0.9923794638340495,0
210425,U2423,585.44,0.9923642882229073,1
222231,U2255,554.86,0.992342479921372,1
255166,U2499,564.94,0.9923295438712122,1
213607,U2492,555.47,0.992187962305071,1
203268,U2071,552.27,0.9921689375457359,0
235809,U2362,541.84,0.992051911099862,0
252024,U2361,554.93,0.9919543330805138,0
242256,U2007,559.75,0.9919429604515749,0
207956,U2425,544.99,0.991832534292189,1
201646,U2328,552.92,0.9918063272310819,1
207987,U2430,547.58,0.9917444114665493,1
228260,U2495,576.36,0.9916757019128994,0
238781,U2336,543.63,0.9916684233440062,1
242474,U2064,557.37,0.9915623854320401,1
220498,U2291,551.0,0.991543236489987,1
217977,U2284,544.27,0.9912688546087944,1
257760,U2022,550.15,0.9911219059594635,1
263531,U2450,560.0,0.9910233053416369,1
224876,U2249,553.62,0.9909764438143867,1
234181,U2061,548.27,0.9909332213663424,1
200780,U2361,547.97,0.9908451429701834,0
208170,U2070,552.6,0.9905580441322672,1
205173,U2022,538.79,0.9905085981949172,1
246555,U2363,540.89,0.9903554321746008,1
200550,U2467,528.89,0.9903083342164261,1
217937,U2481,535.77,0.9902882394726946,0
201200,U2404,542.87,0.9902774273237949,1
242926,U2475,558.6,0.990035931386618,1
220425,U2480,535.79,0.9895453472392524,1
200546,U2054,540.78,0.9894907784502758,1
232724,U2271,533.56,0.9894868437915734,1
259561,U2066,529.45,0.9893353776625232,0
